-0.121171 -0.120912 -0.120147 -0.118889 -0.117182 -0.115065 -0.112642 -0.110073 -0.107355 -0.104649 -0.101832 -0.099033 -0.096596 -0.094426 -0.092283 -0.090298 -0.088602 -0.087112 -0.085790 -0.084745 -0.083994 -0.083543 -0.083413 -0.083620 -0.084165 -0.085034 -0.086213 -0.087709 -0.089574 -0.091702 -0.094061 -0.096622 -0.099350 -0.102213 -0.105174 -0.108205 -0.111266 -0.114331 -0.117371 -0.120360 -0.123271 -0.126091 -0.128795 -0.131442 -0.133962 -0.136330 -0.138536 -0.140567 -0.142407 -0.144054 -0.145501 -0.146744 -0.147776 -0.148591 -0.149176 -0.149528 -0.149634 -0.149489 -0.149079 -0.148404 -0.147456 -0.146248 -0.144768 -0.143009 -0.140974 -0.138667 -0.136095 -0.133262 -0.130179 -0.126858 -0.123312 -0.119555 -0.115604 -0.111475 -0.107195 -0.102779 -0.098242 -0.093598 -0.088867 -0.084071 -0.079225 -0.074346 -0.069454 -0.064563 -0.059688 -0.054847 -0.050052 -0.045326 -0.040677 -0.036115 -0.031651 -0.027304 -0.023088 -0.019022 -0.015126 -0.011428 -0.007964 -0.004790 -0.002011 -0.000026 0.001529 0.003628 0.006006 0.008577 0.011294 0.014127 0.017050 0.020045 0.023095 0.026187 0.029307 0.032444 0.035587 0.038723 0.041848 0.044949 0.048018 0.051050 0.054035 0.056966 0.059839 0.062648 0.065386 0.068050 0.070636 0.073142 0.075563 0.077896 0.080139 0.082286 0.084357 0.086349 0.088239 0.090022 0.091696 0.093251 0.094685 0.095989 0.097158 0.098184 0.099056 0.099767 0.100308 0.100664 0.100832 0.100794 0.100545 0.100070 0.099362 0.098411 0.097208 0.095749 0.094028 0.092038 0.089782 0.087257 0.084468 0.081421 0.078120 0.074577 0.070800 0.066805 0.062601 0.058207 0.053635 0.048902 0.044024 0.039012 0.033886 0.028653 0.023328 0.017918 0.012435 0.006882 0.001267 -0.004444 -0.010216 -0.016045 -0.021931 -0.027866 -0.033856 -0.039949 -0.046124 -0.052312 -0.058462 -0.064492 -0.070401 -0.076202 -0.081769 -0.087170 -0.092508 -0.097691 -0.102498 -0.106883 -0.110613 -0.113603 -0.115792 -0.117141 -0.117602 0.249091 1.065657
-0.004803 -0.004865 -0.005044 -0.005324 -0.005703 -0.006184 -0.006783 -0.007568 -0.008485 -0.009579 -0.010724 -0.011968 -0.013533 -0.015382 -0.017368 -0.019527 -0.021907 -0.024451 -0.027093 -0.029872 -0.032774 -0.035776 -0.038849 -0.041983 -0.045162 -0.048368 -0.051581 -0.054782 -0.057966 -0.061104 -0.064178 -0.067172 -0.070072 -0.072863 -0.075535 -0.078076 -0.080477 -0.082731 -0.084830 -0.086769 -0.088542 -0.090147 -0.091580 -0.092855 -0.093961 -0.094894 -0.095654 -0.096239 -0.096649 -0.096887 -0.096954 -0.096856 -0.096595 -0.096176 -0.095603 -0.094881 -0.094015 -0.093009 -0.091870 -0.090602 -0.089212 -0.087711 -0.086100 -0.084385 -0.082571 -0.080663 -0.078669 -0.076591 -0.074437 -0.072212 -0.069919 -0.067565 -0.065155 -0.062694 -0.060188 -0.057644 -0.055062 -0.052450 -0.049810 -0.047149 -0.044472 -0.041785 -0.039092 -0.036401 -0.033715 -0.031043 -0.028390 -0.025765 -0.023174 -0.020621 -0.018113 -0.015661 -0.013272 -0.010958 -0.008732 -0.006611 -0.004616 -0.002781 -0.001169 -0.000002 0.001490 0.003544 0.005883 0.008428 0.011137 0.013983 0.016948 0.020016 0.023176 0.026419 0.029735 0.033118 0.036559 0.040053 0.043594 0.047174 0.050789 0.054432 0.058097 0.061778 0.065469 0.069162 0.072852 0.076532 0.080194 0.083830 0.087432 0.090992 0.094501 0.097948 0.101327 0.104628 0.107837 0.110942 0.113933 0.116797 0.119524 0.122101 0.124519 0.126764 0.128826 0.130696 0.132362 0.133815 0.135047 0.136051 0.136818 0.137344 0.137623 0.137651 0.137426 0.136947 0.136212 0.135223 0.133982 0.132490 0.130753 0.128776 0.126565 0.124127 0.121470 0.118604 0.115538 0.112286 0.108858 0.105269 0.101533 0.097666 0.093683 0.089603 0.085443 0.081220 0.076956 0.072667 0.068374 0.064089 0.059832 0.055620 0.051470 0.047395 0.043408 0.039510 0.035702 0.032001 0.028420 0.024992 0.021709 0.018581 0.015703 0.013039 0.010493 0.008072 0.005869 0.003877 0.002214 0.000898 -0.000054 -0.000633 -0.000830 0.234949 0.611111
-0.000892 -0.000886 -0.000866 -0.000829 -0.000777 -0.000716 -0.000659 -0.000641 -0.000648 -0.000711 -0.000755 -0.000832 -0.001066 -0.001428 -0.001840 -0.002329 -0.002929 -0.003621 -0.004389 -0.005244 -0.006177 -0.007178 -0.008228 -0.009318 -0.010437 -0.011576 -0.012725 -0.013873 -0.015010 -0.016132 -0.017235 -0.018314 -0.019365 -0.020388 -0.021380 -0.022341 -0.023271 -0.024169 -0.025035 -0.025869 -0.026669 -0.027434 -0.028161 -0.028854 -0.029509 -0.030124 -0.030695 -0.031218 -0.031691 -0.032111 -0.032477 -0.032788 -0.033044 -0.033244 -0.033391 -0.033484 -0.033525 -0.033515 -0.033456 -0.033349 -0.033198 -0.033004 -0.032769 -0.032492 -0.032176 -0.031819 -0.031422 -0.030985 -0.030506 -0.029986 -0.029423 -0.028816 -0.028163 -0.027464 -0.026719 -0.025926 -0.025085 -0.024195 -0.023258 -0.022274 -0.021247 -0.020177 -0.019068 -0.017924 -0.016749 -0.015548 -0.014326 -0.013089 -0.011843 -0.010595 -0.009349 -0.008115 -0.006900 -0.005713 -0.004562 -0.003459 -0.002418 -0.001458 -0.000613 -0.000002 0.000992 0.002360 0.003920 0.005620 0.007436 0.009351 0.011357 0.013446 0.015615 0.017861 0.020181 0.022573 0.025037 0.027571 0.030172 0.032839 0.035569 0.038357 0.041201 0.044095 0.047032 0.050006 0.053010 0.056033 0.059068 0.062103 0.065127 0.068130 0.071101 0.074026 0.076895 0.079698 0.082421 0.085056 0.087591 0.090018 0.092329 0.094516 0.096572 0.098493 0.100273 0.101908 0.103395 0.104730 0.105911 0.106935 0.107799 0.108501 0.109036 0.109403 0.109597 0.109614 0.109449 0.109098 0.108557 0.107821 0.106886 0.105750 0.104409 0.102863 0.101113 0.099161 0.097010 0.094668 0.092142 0.089442 0.086581 0.083572 0.080430 0.077172 0.073815 0.070376 0.066874 0.063326 0.059749 0.056161 0.052575 0.049006 0.045467 0.041970 0.038527 0.035158 0.031861 0.028641 0.025509 0.022487 0.019573 0.016777 0.014170 0.011752 0.009484 0.007371 0.005467 0.003779 0.002372 0.001258 0.000452 -0.000041 -0.000208 0.141616 0.964646
-0.004144 -0.004189 -0.004316 -0.004514 -0.004780 -0.005117 -0.005538 -0.006100 -0.006758 -0.007552 -0.008373 -0.009268 -0.010432 -0.011832 -0.013343 -0.014998 -0.016841 -0.018826 -0.020900 -0.023095 -0.025399 -0.027791 -0.030246 -0.032754 -0.035300 -0.037870 -0.040444 -0.043009 -0.045554 -0.048061 -0.050515 -0.052903 -0.055214 -0.057438 -0.059566 -0.061591 -0.063508 -0.065309 -0.066991 -0.068550 -0.069983 -0.071286 -0.072458 -0.073509 -0.074432 -0.075223 -0.075880 -0.076403 -0.076789 -0.077042 -0.077162 -0.077152 -0.077014 -0.076753 -0.076371 -0.075871 -0.075258 -0.074536 -0.073708 -0.072780 -0.071755 -0.070642 -0.069443 -0.068161 -0.066801 -0.065365 -0.063858 -0.062285 -0.060646 -0.058947 -0.057190 -0.055379 -0.053515 -0.051603 -0.049647 -0.047651 -0.045615 -0.043542 -0.041437 -0.039304 -0.037146 -0.034968 -0.032774 -0.030570 -0.028361 -0.026153 -0.023950 -0.021764 -0.019597 -0.017455 -0.015346 -0.013278 -0.011260 -0.009302 -0.007415 -0.005616 -0.003922 -0.002363 -0.000994 -0.000002 0.001355 0.003222 0.005349 0.007664 0.010131 0.012726 0.015433 0.018239 0.021137 0.024118 0.027175 0.030304 0.033499 0.036755 0.040068 0.043432 0.046844 0.050297 0.053787 0.057307 0.060850 0.064411 0.067981 0.071553 0.075119 0.078669 0.082195 0.085685 0.089129 0.092517 0.095839 0.099085 0.102241 0.105295 0.108235 0.111051 0.113732 0.116266 0.118645 0.120856 0.122894 0.124747 0.126408 0.127870 0.129126 0.130168 0.130993 0.131595 0.131969 0.132112 0.132021 0.131694 0.131127 0.130322 0.129276 0.127993 0.126472 0.124714 0.122726 0.120510 0.118073 0.115423 0.112567 0.109515 0.106280 0.102874 0.099311 0.095606 0.091777 0.087841 0.083816 0.079721 0.075575 0.071398 0.067208 0.063021 0.058856 0.054729 0.050656 0.046649 0.042722 0.038881 0.035127 0.031470 0.027924 0.024519 0.021248 0.018125 0.015238 0.012562 0.010020 0.007620 0.005442 0.003484 0.001849 0.000556 -0.000381 -0.000951 -0.001145 0.209495 0.954545
-0.000626 -0.000495 -0.000106 0.000539 0.001431 0.002558 0.003906 0.005429 0.007143 0.008995 0.011093 0.013331 0.015497 0.017622 0.019811 0.022004 0.024123 0.026177 0.028162 0.030054 0.031843 0.033526 0.035113 0.036603 0.037991 0.039274 0.040451 0.041521 0.042489 0.043338 0.044061 0.044650 0.045098 0.045396 0.045538 0.045517 0.045329 0.044972 0.044446 0.043754 0.042900 0.041894 0.040744 0.039462 0.038055 0.036538 0.034927 0.033239 0.031492 0.029696 0.027865 0.026008 0.024137 0.022257 0.020376 0.018499 0.016630 0.014773 0.012932 0.011108 0.009303 0.007518 0.005758 0.004028 0.002334 0.000679 -0.000927 -0.002479 -0.003966 -0.005380 -0.006710 -0.007949 -0.009085 -0.010111 -0.011017 -0.011798 -0.012444 -0.012953 -0.013320 -0.013545 -0.013629 -0.013572 -0.013381 -0.013060 -0.012618 -0.012064 -0.011407 -0.010662 -0.009840 -0.008953 -0.008016 -0.007042 -0.006048 -0.005047 -0.004056 -0.003089 -0.002166 -0.001309 -0.000551 -0.000003 0.001178 0.002802 0.004655 0.006676 0.008838 0.011123 0.013522 0.016029 0.018642 0.021358 0.024177 0.027099 0.030124 0.033252 0.036483 0.039814 0.043244 0.046769 0.050384 0.054082 0.057855 0.061695 0.065589 0.069526 0.073493 0.077473 0.081452 0.085413 0.089339 0.093212 0.097016 0.100737 0.104356 0.107858 0.111229 0.114456 0.117526 0.120429 0.123157 0.125702 0.128058 0.130218 0.132180 0.133939 0.135493 0.136838 0.137973 0.138894 0.139598 0.140082 0.140343 0.140376 0.140176 0.139741 0.139064 0.138144 0.136977 0.135561 0.133895 0.131982 0.129824 0.127428 0.124800 0.121952 0.118895 0.115643 0.112213 0.108620 0.104884 0.101021 0.097050 0.092987 0.088848 0.084648 0.080401 0.076125 0.071824 0.067508 0.063182 0.058853 0.054538 0.050262 0.046012 0.041784 0.037592 0.033467 0.029405 0.025429 0.021660 0.018121 0.014765 0.011600 0.008718 0.006148 0.003989 0.002273 0.001025 0.000263 0.000003 0.116162 1.469697
-0.000651 -0.000623 -0.000537 -0.000391 -0.000188 0.000065 0.000357 0.000646 0.000955 0.001249 0.001614 0.001983 0.002197 0.002281 0.002324 0.002291 0.002133 0.001872 0.001532 0.001093 0.000559 -0.000059 -0.000742 -0.001483 -0.002274 -0.003107 -0.003974 -0.004863 -0.005766 -0.006681 -0.007606 -0.008536 -0.009471 -0.010409 -0.011351 -0.012295 -0.013243 -0.014194 -0.015146 -0.016099 -0.017049 -0.017995 -0.018931 -0.019858 -0.020771 -0.021665 -0.022532 -0.023368 -0.024165 -0.024919 -0.025627 -0.026285 -0.026891 -0.027445 -0.027945 -0.028392 -0.028785 -0.029126 -0.029415 -0.029654 -0.029844 -0.029989 -0.030088 -0.030140 -0.030147 -0.030106 -0.030018 -0.029880 -0.029691 -0.029448 -0.029149 -0.028791 -0.028371 -0.027887 -0.027338 -0.026721 -0.026034 -0.025278 -0.024451 -0.023555 -0.022592 -0.021565 -0.020477 -0.019332 -0.018137 -0.016898 -0.015620 -0.014314 -0.012985 -0.011643 -0.010295 -0.008951 -0.007621 -0.006317 -0.005049 -0.003831 -0.002679 -0.001616 -0.000680 -0.000002 0.001166 0.002773 0.004605 0.006602 0.008736 0.010986 0.013344 0.015801 0.018352 0.020994 0.023725 0.026542 0.029445 0.032431 0.035499 0.038646 0.041869 0.045165 0.048528 0.051952 0.055431 0.058957 0.062520 0.066110 0.069716 0.073327 0.076929 0.080509 0.084052 0.087546 0.090977 0.094331 0.097594 0.100752 0.103795 0.106709 0.109485 0.112113 0.114585 0.116893 0.119030 0.120991 0.122770 0.124364 0.125768 0.126979 0.127993 0.128808 0.129418 0.129822 0.130015 0.129992 0.129750 0.129285 0.128593 0.127670 0.126513 0.125120 0.123490 0.121625 0.119525 0.117196 0.114644 0.111877 0.108905 0.105741 0.102399 0.098895 0.095247 0.091474 0.087593 0.083624 0.079587 0.075500 0.071381 0.067251 0.063120 0.059005 0.054916 0.050867 0.046871 0.042949 0.039095 0.035313 0.031615 0.028026 0.024544 0.021186 0.018039 0.015107 0.012345 0.009760 0.007420 0.005337 0.003594 0.002212 0.001207 0.000594 0.000385 0.155758 1.085859
-0.005229 -0.005274 -0.005402 -0.005594 -0.005842 -0.006140 -0.006502 -0.006996 -0.007587 -0.008340 -0.009108 -0.009920 -0.010965 -0.012186 -0.013424 -0.014697 -0.016062 -0.017481 -0.018950 -0.020478 -0.022062 -0.023692 -0.025358 -0.027055 -0.028772 -0.030499 -0.032228 -0.033952 -0.035681 -0.037388 -0.039062 -0.040697 -0.042284 -0.043815 -0.045286 -0.046689 -0.048019 -0.049271 -0.050442 -0.051528 -0.052523 -0.053427 -0.054237 -0.054967 -0.055605 -0.056146 -0.056590 -0.056935 -0.057181 -0.057329 -0.057381 -0.057339 -0.057206 -0.056986 -0.056682 -0.056296 -0.055831 -0.055291 -0.054680 -0.053999 -0.053252 -0.052445 -0.051578 -0.050653 -0.049673 -0.048639 -0.047554 -0.046420 -0.045237 -0.044008 -0.042734 -0.041418 -0.040060 -0.038663 -0.037230 -0.035763 -0.034263 -0.032732 -0.031173 -0.029588 -0.027982 -0.026357 -0.024717 -0.023066 -0.021409 -0.019750 -0.018093 -0.016446 -0.014813 -0.013198 -0.011605 -0.010043 -0.008518 -0.007037 -0.005610 -0.004248 -0.002967 -0.001788 -0.000752 -0.000002 0.000784 0.001863 0.003092 0.004428 0.005847 0.007335 0.008880 0.010473 0.012108 0.013776 0.015472 0.017190 0.018925 0.020673 0.022427 0.024185 0.025940 0.027690 0.029431 0.031158 0.032868 0.034558 0.036226 0.037866 0.039478 0.041057 0.042601 0.044108 0.045574 0.046997 0.048375 0.049706 0.050982 0.052201 0.053359 0.054452 0.055476 0.056428 0.057305 0.058101 0.058813 0.059437 0.059971 0.060409 0.060748 0.060986 0.061120 0.061148 0.061067 0.060876 0.060575 0.060164 0.059643 0.059013 0.058276 0.057435 0.056493 0.055454 0.054321 0.053100 0.051797 0.050415 0.048961 0.047441 0.045860 0.044226 0.042543 0.040818 0.039057 0.037265 0.035449 0.033614 0.031766 0.029912 0.028055 0.026196 0.024347 0.022513 0.020699 0.018914 0.017160 0.015440 0.013752 0.012108 0.010525 0.009031 0.007607 0.006254 0.005057 0.003976 0.002917 0.001881 0.000940 0.000075 -0.000625 -0.001161 -0.001538 -0.001764 -0.001840 0.118990 0.611111
-0.001082 -0.001040 -0.000912 -0.000692 -0.000381 0.000019 0.000501 0.001025 0.001612 0.002219 0.002946 0.003730 0.004401 0.004985 0.005586 0.006167 0.006672 0.007116 0.007502 0.007817 0.008060 0.008234 0.008352 0.008418 0.008436 0.008409 0.008341 0.008238 0.008104 0.007935 0.007732 0.007494 0.007218 0.006903 0.006545 0.006142 0.005692 0.005193 0.004645 0.004049 0.003407 0.002722 0.001998 0.001236 0.000441 -0.000381 -0.001220 -0.002070 -0.002922 -0.003771 -0.004613 -0.005442 -0.006256 -0.007053 -0.007829 -0.008585 -0.009318 -0.010030 -0.010718 -0.011384 -0.012028 -0.012650 -0.013248 -0.013820 -0.014365 -0.014878 -0.015358 -0.015800 -0.016199 -0.016551 -0.016851 -0.017092 -0.017270 -0.017381 -0.017420 -0.017383 -0.017267 -0.017069 -0.016787 -0.016422 -0.015975 -0.015447 -0.014842 -0.014163 -0.013417 -0.012609 -0.011746 -0.010838 -0.009892 -0.008915 -0.007918 -0.006911 -0.005902 -0.004904 -0.003927 -0.002984 -0.002089 -0.001261 -0.000530 -0.000002 0.000988 0.002350 0.003903 0.005598 0.007409 0.009321 0.011328 0.013422 0.015601 0.017863 0.020206 0.022630 0.025135 0.027719 0.030382 0.033122 0.035937 0.038823 0.041775 0.044790 0.047859 0.050976 0.054131 0.057315 0.060517 0.063726 0.066928 0.070112 0.073262 0.076367 0.079412 0.082387 0.085276 0.088068 0.090752 0.093317 0.095754 0.098054 0.100213 0.102222 0.104078 0.105776 0.107313 0.108687 0.109895 0.110935 0.111806 0.112504 0.113028 0.113374 0.113541 0.113524 0.113320 0.112925 0.112335 0.111547 0.110558 0.109365 0.107969 0.106369 0.104566 0.102566 0.100373 0.097995 0.095440 0.092722 0.089851 0.086843 0.083712 0.080474 0.077144 0.073739 0.070273 0.066761 0.063216 0.059656 0.056087 0.052520 0.048962 0.045424 0.041917 0.038461 0.035049 0.031681 0.028370 0.025141 0.021990 0.018933 0.016068 0.013401 0.010883 0.008520 0.006381 0.004477 0.002888 0.001632 0.000722 0.000167 -0.000022 0.118990 1.156566
-0.064580 -0.064459 -0.064097 -0.063503 -0.062684 -0.061660 -0.060467 -0.059191 -0.057806 -0.056405 -0.054912 -0.053390 -0.052053 -0.050861 -0.049684 -0.048580 -0.047635 -0.046807 -0.046078 -0.045498 -0.045072 -0.044800 -0.044692 -0.044742 -0.044949 -0.045305 -0.045800 -0.046424 -0.047203 -0.048081 -0.049049 -0.050090 -0.051181 -0.052313 -0.053474 -0.054641 -0.055817 -0.056977 -0.058127 -0.059242 -0.060326 -0.061365 -0.062363 -0.063343 -0.064276 -0.065162 -0.065986 -0.066744 -0.067436 -0.068056 -0.068610 -0.069087 -0.069480 -0.069802 -0.070042 -0.070184 -0.070242 -0.070197 -0.070055 -0.069804 -0.069446 -0.068979 -0.068400 -0.067709 -0.066897 -0.065964 -0.064912 -0.063749 -0.062463 -0.061068 -0.059561 -0.057950 -0.056237 -0.054432 -0.052535 -0.050563 -0.048510 -0.046390 -0.044210 -0.041973 -0.039692 -0.037374 -0.035027 -0.032660 -0.030283 -0.027901 -0.025526 -0.023168 -0.020833 -0.018529 -0.016265 -0.014050 -0.011894 -0.009808 -0.007805 -0.005899 -0.004113 -0.002474 -0.001039 -0.000010 0.001107 0.002629 0.004359 0.006237 0.008234 0.010332 0.012519 0.014786 0.017129 0.019542 0.022022 0.024567 0.027175 0.029840 0.032565 0.035342 0.038168 0.041044 0.043957 0.046905 0.049881 0.052877 0.055885 0.058891 0.061895 0.064876 0.067832 0.070746 0.073608 0.076402 0.079131 0.081787 0.084346 0.086791 0.089124 0.091333 0.093409 0.095338 0.097131 0.098759 0.100239 0.101550 0.102698 0.103682 0.104487 0.105113 0.105550 0.105806 0.105871 0.105729 0.105386 0.104835 0.104056 0.103063 0.101822 0.100361 0.098655 0.096696 0.094495 0.092044 0.089348 0.086415 0.083246 0.079854 0.076249 0.072446 0.068455 0.064297 0.059986 0.055542 0.050978 0.046317 0.041568 0.036754 0.031880 0.026952 0.021986 0.016996 0.011992 0.006979 0.001963 -0.003064 -0.008101 -0.013113 -0.018075 -0.022932 -0.027687 -0.032322 -0.036740 -0.040963 -0.045034 -0.048901 -0.052440 -0.055622 -0.058313 -0.060460 -0.062031 -0.062993 -0.063319 0.175556 1.469697
-0.006670 -0.006725 -0.006883 -0.007127 -0.007450 -0.007849 -0.008335 -0.008971 -0.009693 -0.010550 -0.011411 -0.012321 -0.013515 -0.014964 -0.016520 -0.018219 -0.020116 -0.022161 -0.024290 -0.026540 -0.028903 -0.031360 -0.033882 -0.036464 -0.039091 -0.041747 -0.044415 -0.047077 -0.049727 -0.052342 -0.054906 -0.057404 -0.059823 -0.062153 -0.064383 -0.066506 -0.068513 -0.070398 -0.072158 -0.073787 -0.075281 -0.076639 -0.077856 -0.078948 -0.079905 -0.080721 -0.081397 -0.081931 -0.082325 -0.082577 -0.082689 -0.082666 -0.082509 -0.082223 -0.081810 -0.081274 -0.080620 -0.079851 -0.078973 -0.077989 -0.076903 -0.075726 -0.074459 -0.073105 -0.071667 -0.070148 -0.068554 -0.066887 -0.065150 -0.063347 -0.061480 -0.059553 -0.057568 -0.055529 -0.053442 -0.051309 -0.049131 -0.046912 -0.044656 -0.042366 -0.040049 -0.037707 -0.035348 -0.032976 -0.030596 -0.028217 -0.025843 -0.023485 -0.021148 -0.018838 -0.016563 -0.014331 -0.012153 -0.010039 -0.008003 -0.006060 -0.004232 -0.002550 -0.001072 -0.000001 0.001469 0.003494 0.005800 0.008310 0.010984 0.013797 0.016731 0.019774 0.022915 0.026147 0.029462 0.032854 0.036319 0.039850 0.043443 0.047093 0.050794 0.054541 0.058329 0.062149 0.065997 0.069863 0.073742 0.077623 0.081497 0.085357 0.089189 0.092985 0.096732 0.100418 0.104034 0.107567 0.111002 0.114325 0.117524 0.120585 0.123496 0.126246 0.128822 0.131212 0.133407 0.135396 0.137170 0.138721 0.140040 0.141121 0.141957 0.142544 0.142877 0.142952 0.142767 0.142320 0.141610 0.140638 0.139404 0.137910 0.136160 0.134157 0.131908 0.129418 0.126695 0.123750 0.120590 0.117230 0.113681 0.109958 0.106078 0.102055 0.097910 0.093660 0.089323 0.084920 0.080470 0.075991 0.071503 0.067022 0.062563 0.058141 0.053773 0.049473 0.045248 0.041105 0.037044 0.033077 0.029218 0.025501 0.021918 0.018489 0.015319 0.012379 0.009578 0.006925 0.004514 0.002342 0.000528 -0.000907 -0.001948 -0.002584 -0.002799 0.226465 0.742424
