2.491245567798614502e-01	1.134046241641044617e-01	-1.615769267082214355e-01	5.142204463481903076e-02	-3.407173156738281250e-01	2.595568597316741943e-01	-2.943114638328552246e-01	3.764363750815391541e-02	6.368775665760040283e-02	2.071246504783630371e-02	1.716918498277664185e-02	-1.191043108701705933e-01	1.052207127213478088e-01	1.438459903001785278e-01	1.171901524066925049e-01	4.897025227546691895e-02	-6.927773356437683105e-03	1.144196093082427979e-01	-1.436744630336761475e-01	1.020302027463912964e-01
1.417985409498214722e-01	7.154110670089721680e-01	-4.548330605030059814e-02	5.728129670023918152e-02	1.369786262512207031e-01	-1.245833486318588257e-01	1.100403815507888794e-02	1.408728063106536865e-01	1.266947239637374878e-01	-8.240722119808197021e-02	-1.424250751733779907e-01	1.331166923046112061e-01	-1.921978592872619629e-02	-7.210216671228408813e-02	2.867416441440582275e-01	-3.670359402894973755e-02	-6.567999720573425293e-02	-1.006852835416793823e-01	2.867516279220581055e-01	-1.153534129261970520e-01
2.068943232297897339e-01	2.672689557075500488e-01	-8.392626047134399414e-02	8.016322553157806396e-02	-2.127803564071655273e-01	2.477962821722030640e-01	-2.621341347694396973e-01	1.392592787742614746e-01	1.823251992464065552e-01	6.729922443628311157e-02	-1.054020151495933533e-01	1.243850216269493103e-03	9.816233068704605103e-02	6.994401663541793823e-02	1.339970082044601440e-01	3.986428678035736084e-02	-1.010490506887435913e-01	-2.564603090286254883e-02	-3.693252801895141602e-03	9.549100697040557861e-02
1.123596504330635071e-01	1.026157498359680176e+00	1.476625651121139526e-01	-2.141401469707489014e-01	4.276461899280548096e-01	-4.295153915882110596e-01	2.744832038879394531e-01	4.714958742260932922e-02	1.039346009492874146e-01	-3.191003501415252686e-01	-2.251970469951629639e-01	2.113960385322570801e-01	-2.707638740539550781e-01	-4.304822906851768494e-02	4.036676287651062012e-01	-1.877978146076202393e-01	1.183398962020874023e-01	-1.395576298236846924e-01	6.093391776084899902e-01	-2.604154050350189209e-01
1.760338395833969116e-01	7.005188465118408203e-01	-6.196609139442443848e-02	4.339030385017395020e-02	9.897156804800033569e-02	-1.780479103326797485e-01	-3.530051186680793762e-02	1.493146568536758423e-01	3.239043056964874268e-02	-9.138035774230957031e-02	-1.541847586631774902e-01	7.564284652471542358e-02	1.465655863285064697e-02	-1.142221391201019287e-01	2.846506237983703613e-01	-3.552895039319992065e-02	-7.004514336585998535e-02	-4.923403263092041016e-03	2.373126298189163208e-01	-1.238357797265052795e-01
2.219463586807250977e-01	4.962384402751922607e-01	-9.680218994617462158e-02	1.059675365686416626e-01	-8.852166682481765747e-02	2.684012288227677345e-03	-2.103028744459152222e-01	2.182953655719757080e-01	5.198089778423309326e-02	1.449203491210937500e-02	-1.961881816387176514e-01	2.314775437116622925e-02	7.247512787580490112e-02	-9.738884866237640381e-02	2.062978744506835938e-01	-8.924555033445358276e-03	-1.525607854127883911e-01	1.768825948238372803e-02	6.329333782196044922e-02	8.947513997554779053e-04
2.501657605171203613e-01	6.509963870048522949e-01	-9.353621304035186768e-02	8.598605170845985413e-03	-2.854026854038238525e-03	-2.704851925373077393e-01	-1.433119475841522217e-01	1.772152781486511230e-01	-1.493012160062789917e-01	-9.786407649517059326e-02	-1.629339307546615601e-01	-4.474571347236633301e-02	8.381006866693496704e-02	-1.948429793119430542e-01	2.731157541275024414e-01	-1.923839934170246124e-02	-8.857697993516921997e-02	1.781837046146392822e-01	1.245116144418716431e-01	-1.200528517365455627e-01
8.116587251424789429e-02	-7.584690302610397339e-02	9.042159467935562134e-02	-1.526178233325481415e-02	-1.876640319824218750e-01	5.896586179733276367e-01	-5.292426794767379761e-02	-3.016234934329986572e-01	3.911492228507995605e-01	2.341393008828163147e-02	3.225953280925750732e-01	-1.042603105306625366e-01	8.807598799467086792e-02	4.680961668491363525e-01	5.993802100419998169e-02	1.840992867946624756e-01	8.847907185554504395e-02	-1.108072400093078613e-01	1.160898059606552124e-01	5.409029126167297363e-02
4.256981611251831055e-02	2.452845275402069092e-01	2.663315087556838989e-02	1.083485558629035950e-01	-1.387938261032104492e-01	3.265944123268127441e-01	-1.102469265460968018e-01	-2.752452716231346130e-02	4.077047705650329590e-01	9.692209213972091675e-02	7.717044651508331299e-02	6.640850752592086792e-02	9.466104209423065186e-02	2.322886735200881958e-01	1.770509481430053711e-01	3.538438677787780762e-02	1.334077119827270508e-02	-2.563613653182983398e-01	1.393092721700668335e-01	7.502886652946472168e-02
9.514169394969940186e-02	7.806106805801391602e-01	9.135782718658447266e-03	-1.558005623519420624e-02	2.228137850761413574e-01	-1.761878281831741333e-01	1.215180456638336182e-01	4.120707139372825623e-02	1.052010804414749146e-01	-1.209739446640014648e-01	-9.159883111715316772e-02	1.550385057926177979e-01	-1.026055216789245605e-02	-1.510292664170265198e-02	3.225118219852447510e-01	-3.034392558038234711e-02	1.169511675834655762e-02	-8.655524253845214844e-02	3.706903457641601562e-01	-1.890189945697784424e-01
1.383002996444702148e-01	7.504924535751342773e-01	-2.558904886245727539e-02	1.627420820295810699e-02	1.701930165290832520e-01	-1.832233220338821411e-01	5.049152672290802002e-02	9.324015676975250244e-02	7.640679180622100830e-02	-1.138493120670318604e-01	-1.256892681121826172e-01	1.193738430738449097e-01	-2.381868660449981689e-03	-6.969235837459564209e-02	3.051589131355285645e-01	-3.703643381595611572e-02	-2.628183364868164062e-02	-5.256795883178710938e-02	3.174512982368469238e-01	-1.572697460651397705e-01
4.221967235207557678e-02	9.301930069923400879e-01	4.908048361539840698e-02	-1.571928858757019043e-01	3.483141660690307617e-01	-2.868828177452087402e-01	2.683956027030944824e-01	3.702179715037345886e-02	8.348567783832550049e-02	-1.653291434049606323e-01	-1.010345667600631714e-01	1.923226863145828247e-01	-9.066008776426315308e-02	2.461012639105319977e-02	3.453138172626495361e-01	-9.114671498537063599e-02	4.684463143348693848e-02	-8.855523169040679932e-02	5.069505572319030762e-01	-3.162635564804077148e-01
